split,image_name,image_path,absolute_path,annotation_path,label,class_name
train,397.png,images\train\397.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\397.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\397.h5,1,positive
train,398.png,images\train\398.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\398.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\398.h5,1,positive
train,399.png,images\train\399.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\399.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\399.h5,1,positive
train,4.png,images\train\4.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\4.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\4.h5,1,positive
train,40.png,images\train\40.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\40.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\40.h5,1,positive
train,400.png,images\train\400.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\400.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\400.h5,1,positive
train,401.png,images\train\401.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\401.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\401.h5,1,positive
train,402.png,images\train\402.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\402.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\402.h5,1,positive
train,403.png,images\train\403.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\403.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\403.h5,1,positive
train,404.png,images\train\404.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\404.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\404.h5,1,positive
train,405.png,images\train\405.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\405.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\405.h5,1,positive
train,406.png,images\train\406.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\406.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\406.h5,1,positive
train,407.png,images\train\407.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\407.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\407.h5,1,positive
train,408.png,images\train\408.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\408.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\408.h5,1,positive
train,409.png,images\train\409.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\409.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\409.h5,1,positive
train,41.png,images\train\41.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\41.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\41.h5,1,positive
train,410.png,images\train\410.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\410.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\410.h5,1,positive
train,411.png,images\train\411.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\411.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\411.h5,1,positive
train,412.png,images\train\412.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\412.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\412.h5,1,positive
train,413.png,images\train\413.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\413.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\413.h5,1,positive
train,414.png,images\train\414.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\414.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\414.h5,1,positive
train,415.png,images\train\415.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\415.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\415.h5,1,positive
train,416.png,images\train\416.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\416.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\416.h5,1,positive
train,417.png,images\train\417.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\417.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\417.h5,1,positive
train,418.png,images\train\418.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\418.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\418.h5,1,positive
train,419.png,images\train\419.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\419.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\419.h5,1,positive
train,42.png,images\train\42.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\42.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\42.h5,1,positive
train,420.png,images\train\420.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\420.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\420.h5,1,positive
train,421.png,images\train\421.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\421.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\421.h5,1,positive
train,422.png,images\train\422.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\422.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\422.h5,1,positive
train,423.png,images\train\423.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\423.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\423.h5,1,positive
train,424.png,images\train\424.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\424.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\424.h5,1,positive
train,425.png,images\train\425.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\425.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\425.h5,1,positive
train,426.png,images\train\426.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\426.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\426.h5,1,positive
train,427.png,images\train\427.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\427.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\427.h5,1,positive
train,428.png,images\train\428.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\428.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\428.h5,1,positive
train,429.png,images\train\429.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\429.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\429.h5,1,positive
train,43.png,images\train\43.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\43.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\43.h5,1,positive
train,430.png,images\train\430.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\430.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\430.h5,1,positive
train,431.png,images\train\431.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\431.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\431.h5,1,positive
train,432.png,images\train\432.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\432.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\432.h5,1,positive
train,433.png,images\train\433.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\433.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\433.h5,1,positive
train,434.png,images\train\434.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\434.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\434.h5,1,positive
train,435.png,images\train\435.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\435.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\435.h5,1,positive
train,436.png,images\train\436.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\436.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\436.h5,1,positive
train,437.png,images\train\437.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\437.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\437.h5,1,positive
train,438.png,images\train\438.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\438.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\438.h5,1,positive
train,439.png,images\train\439.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\439.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\439.h5,1,positive
train,44.png,images\train\44.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\44.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\44.h5,1,positive
train,440.png,images\train\440.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\440.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\440.h5,1,positive
train,441.png,images\train\441.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\441.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\441.h5,1,positive
train,442.png,images\train\442.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\442.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\442.h5,1,positive
train,443.png,images\train\443.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\443.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\443.h5,1,positive
train,444.png,images\train\444.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\444.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\444.h5,1,positive
train,445.png,images\train\445.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\445.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\445.h5,1,positive
train,446.png,images\train\446.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\446.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\446.h5,1,positive
train,447.png,images\train\447.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\447.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\447.h5,1,positive
train,448.png,images\train\448.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\448.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\448.h5,1,positive
train,449.png,images\train\449.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\449.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\449.h5,1,positive
train,45.png,images\train\45.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\45.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\45.h5,1,positive
train,450.png,images\train\450.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\450.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\450.h5,1,positive
train,451.png,images\train\451.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\451.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\451.h5,1,positive
train,452.png,images\train\452.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\452.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\452.h5,1,positive
train,453.png,images\train\453.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\453.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\453.h5,1,positive
train,454.png,images\train\454.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\454.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\454.h5,1,positive
train,455.png,images\train\455.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\455.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\455.h5,1,positive
train,456.png,images\train\456.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\456.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\456.h5,1,positive
train,457.png,images\train\457.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\457.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\457.h5,1,positive
train,458.png,images\train\458.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\458.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\458.h5,1,positive
train,459.png,images\train\459.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\459.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\459.h5,1,positive
train,46.png,images\train\46.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\46.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\46.h5,1,positive
train,460.png,images\train\460.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\460.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\460.h5,1,positive
train,461.png,images\train\461.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\461.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\461.h5,1,positive
train,462.png,images\train\462.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\462.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\462.h5,1,positive
train,463.png,images\train\463.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\463.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\463.h5,1,positive
train,464.png,images\train\464.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\464.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\464.h5,1,positive
train,465.png,images\train\465.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\465.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\465.h5,1,positive
train,466.png,images\train\466.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\466.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\466.h5,1,positive
train,467.png,images\train\467.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\467.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\467.h5,1,positive
train,468.png,images\train\468.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\468.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\468.h5,1,positive
train,469.png,images\train\469.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\469.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\469.h5,1,positive
train,47.png,images\train\47.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\47.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\47.h5,1,positive
train,470.png,images\train\470.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\470.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\470.h5,1,positive
train,471.png,images\train\471.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\471.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\471.h5,1,positive
train,472.png,images\train\472.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\472.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\472.h5,1,positive
train,473.png,images\train\473.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\473.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\473.h5,1,positive
train,474.png,images\train\474.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\474.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\474.h5,1,positive
train,475.png,images\train\475.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\475.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\475.h5,1,positive
train,476.png,images\train\476.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\476.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\476.h5,1,positive
train,477.png,images\train\477.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\477.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\477.h5,1,positive
train,478.png,images\train\478.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\478.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\478.h5,1,positive
train,479.png,images\train\479.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\479.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\479.h5,1,positive
train,48.png,images\train\48.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\48.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\48.h5,1,positive
train,480.png,images\train\480.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\480.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\480.h5,1,positive
train,481.png,images\train\481.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\481.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\481.h5,1,positive
train,482.png,images\train\482.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\482.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\482.h5,1,positive
train,483.png,images\train\483.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\483.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\483.h5,1,positive
train,484.png,images\train\484.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\484.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\484.h5,1,positive
train,485.png,images\train\485.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\485.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\485.h5,1,positive
train,486.png,images\train\486.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\486.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\486.h5,1,positive
train,487.png,images\train\487.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\487.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\487.h5,1,positive
train,488.png,images\train\488.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\488.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\488.h5,1,positive
train,489.png,images\train\489.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\489.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\489.h5,1,positive
train,49.png,images\train\49.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\49.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\49.h5,1,positive
train,490.png,images\train\490.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\490.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\490.h5,1,positive
train,491.png,images\train\491.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\491.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\491.h5,1,positive
train,492.png,images\train\492.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\492.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\492.h5,1,positive
train,493.png,images\train\493.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\493.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\493.h5,1,positive
train,494.png,images\train\494.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\494.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\494.h5,1,positive
train,495.png,images\train\495.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\495.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\495.h5,1,positive
train,496.png,images\train\496.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\496.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\496.h5,1,positive
train,497.png,images\train\497.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\497.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\497.h5,1,positive
train,498.png,images\train\498.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\498.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\498.h5,1,positive
train,499.png,images\train\499.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\499.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\499.h5,1,positive
train,5.png,images\train\5.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\5.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\5.h5,1,positive
train,50.png,images\train\50.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\50.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\50.h5,1,positive
train,500.png,images\train\500.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\500.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\500.h5,1,positive
train,501.png,images\train\501.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\501.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\501.h5,1,positive
train,502.png,images\train\502.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\502.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\502.h5,1,positive
train,503.png,images\train\503.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\503.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\503.h5,1,positive
train,504.png,images\train\504.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\504.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\504.h5,1,positive
train,505.png,images\train\505.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\505.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\505.h5,1,positive
train,506.png,images\train\506.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\506.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\506.h5,1,positive
train,507.png,images\train\507.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\507.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\507.h5,1,positive
train,508.png,images\train\508.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\508.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\508.h5,1,positive
train,509.png,images\train\509.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\509.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\509.h5,1,positive
train,51.png,images\train\51.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\51.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\51.h5,1,positive
train,510.png,images\train\510.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\510.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\510.h5,1,positive
train,511.png,images\train\511.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\511.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\511.h5,1,positive
train,512.png,images\train\512.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\512.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\512.h5,1,positive
train,513.png,images\train\513.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\513.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\513.h5,1,positive
train,514.png,images\train\514.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\514.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\514.h5,1,positive
train,515.png,images\train\515.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\515.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\515.h5,1,positive
train,516.png,images\train\516.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\516.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\516.h5,1,positive
train,517.png,images\train\517.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\517.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\517.h5,1,positive
train,518.png,images\train\518.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\518.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\518.h5,1,positive
train,519.png,images\train\519.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\519.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\519.h5,1,positive
train,52.png,images\train\52.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\52.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\52.h5,1,positive
train,520.png,images\train\520.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\520.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\520.h5,1,positive
train,521.png,images\train\521.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\521.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\521.h5,1,positive
train,522.png,images\train\522.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\522.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\522.h5,1,positive
train,523.png,images\train\523.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\523.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\523.h5,1,positive
train,524.png,images\train\524.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\524.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\524.h5,1,positive
train,525.png,images\train\525.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\525.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\525.h5,1,positive
train,526.png,images\train\526.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\526.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\526.h5,1,positive
train,527.png,images\train\527.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\527.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\527.h5,1,positive
train,528.png,images\train\528.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\528.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\528.h5,1,positive
train,529.png,images\train\529.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\529.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\529.h5,1,positive
train,53.png,images\train\53.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\53.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\53.h5,1,positive
train,530.png,images\train\530.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\530.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\530.h5,1,positive
train,531.png,images\train\531.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\531.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\531.h5,1,positive
train,532.png,images\train\532.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\532.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\532.h5,1,positive
train,533.png,images\train\533.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\533.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\533.h5,1,positive
train,534.png,images\train\534.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\534.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\534.h5,1,positive
train,535.png,images\train\535.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\535.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\535.h5,1,positive
train,536.png,images\train\536.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\536.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\536.h5,1,positive
train,537.png,images\train\537.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\537.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\537.h5,1,positive
train,538.png,images\train\538.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\538.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\538.h5,1,positive
train,539.png,images\train\539.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\539.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\539.h5,1,positive
train,54.png,images\train\54.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\54.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\54.h5,1,positive
